id,course_code,mid_score,mid_participation_score,mid_lab_score,final_grade,sex,age,address,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,activities,higher,health,wassce
Stu382,ENG101,4.57,3.76,2.15,C+,female,28,urban,junior high,secondary education,health,civil,reputation,father,1-15 mins,>10 hours,yes,no,8,11
Stu383,CS103,13.94,1.96,2.61,A+,female,48,rural,secondary education,junior high,teacher,civil,reputation,father,> 1hour,2-5 hours,no,yes,1,9
Stu384,IT102,4.49,1.56,0.25,E,male,29,rural,higher education,none,health,other,reputation,father,15-30 mins,< 2hours,no,yes,10,45
Stu385,FRN101,12.47,1.03,0.16,A-,female,28,rural,none,none,at home,at home,other,other,> 1hour,< 2hours,no,no,1,23
Stu386,ENG101,15.7,4.41,3.11,A+,male,40,urban,junior high,secondary education,other,health,reputation,father,15-30 mins,2-5 hours,yes,yes,10,53
Stu387,FRN101,13.32,3.92,3.44,A+,male,23,urban,junior high,none,other,civil,course,mother,1-15 mins,>10 hours,no,no,4,40
Stu388,FRN101,12.84,1.13,4.13,A+,male,55,rural,secondary education,none,other,civil,other,mother,1-15 mins,< 2hours,yes,yes,9,13
Stu389,CS102,9.93,0.95,2.26,A,female,19,rural,none,junior high,other,other,course,father,1-15 mins,< 2hours,yes,no,10,27
Stu390,CS103,17.06,3.76,1.46,A+,male,47,urban,none,higher education,civil,at home,home,mother,1-15 mins,>10 hours,no,no,1,33
Stu391,ACCT101,2.76,3.05,1.72,D,male,44,rural,higher education,junior high,teacher,teacher,reputation,father,30mins - 1 hour,>10 hours,no,yes,10,9
Stu392,ENG101,2.6,4.07,2.42,C-,female,57,urban,higher education,higher education,health,other,course,other,> 1hour,2-5 hours,no,yes,10,37
Stu393,ENG101,11.59,3.37,3.57,A+,male,48,rural,junior high,junior high,teacher,at home,home,mother,30mins - 1 hour,5-10 hours,no,yes,10,10
Stu394,ACCT101,0.32,1.58,2.63,D,male,34,rural,junior high,higher education,health,teacher,other,father,> 1hour,>10 hours,yes,no,6,49
Stu395,CS102,0.35,4.31,4.26,C+,female,28,rural,secondary education,higher education,other,teacher,other,other,> 1hour,5-10 hours,yes,yes,8,34
Stu396,CS103,16.81,0.08,3.19,A+,female,31,urban,primary education,none,health,teacher,home,mother,30mins - 1 hour,2-5 hours,yes,yes,3,18
Stu397,ACCT101,13.95,1.12,1.82,A+,male,34,urban,junior high,secondary education,health,health,course,mother,15-30 mins,< 2hours,yes,no,6,9
Stu398,UFS101,15.72,2.64,0.58,A+,female,39,urban,secondary education,higher education,other,civil,home,father,> 1hour,2-5 hours,no,yes,8,26
Stu399,IT102,0.02,2.53,3.95,C,female,20,rural,none,higher education,other,civil,reputation,mother,1-15 mins,2-5 hours,yes,no,1,15
Stu400,IT102,11.06,0.02,1.69,A,male,45,urban,secondary education,secondary education,teacher,health,home,father,15-30 mins,>10 hours,yes,no,9,16
Stu401,CS102,0.45,1.51,3.98,C,male,48,urban,none,higher education,at home,health,course,mother,30mins - 1 hour,< 2hours,yes,yes,2,54
Stu402,UFS101,7.22,3.4,4.79,A+,male,23,rural,secondary education,secondary education,other,at home,other,father,15-30 mins,>10 hours,no,yes,9,12
Stu403,UFS101,10.65,4.41,2.74,A+,male,50,rural,primary education,junior high,at home,other,other,other,1-15 mins,>10 hours,no,no,3,54
Stu404,FRN101,14.76,4.97,0.73,A+,female,48,urban,junior high,junior high,civil,health,course,father,1-15 mins,< 2hours,yes,no,1,35
Stu405,UFS101,14.29,4.06,3.67,A+,male,30,urban,none,junior high,health,civil,course,mother,1-15 mins,5-10 hours,yes,yes,8,17
Stu406,IT102,14.51,3.23,0.85,A+,male,59,rural,none,secondary education,health,at home,other,other,30mins - 1 hour,>10 hours,no,no,9,22
Stu407,CS102,1.56,0.39,3.57,C+,female,22,rural,none,none,health,at home,other,mother,1-15 mins,2-5 hours,no,no,2,29
Stu408,ACCT101,12.59,1.31,1.46,A+,male,32,rural,primary education,primary education,teacher,civil,course,mother,1-15 mins,2-5 hours,yes,yes,3,8
Stu409,IT102,12.43,1.58,0.0,B+,male,56,rural,junior high,secondary education,at home,teacher,home,father,1-15 mins,>10 hours,no,no,1,15
Stu410,IT102,4.15,3.61,0.16,F,female,39,rural,primary education,none,teacher,other,home,mother,> 1hour,2-5 hours,no,no,8,30
Stu411,CS103,14.27,2.98,0.95,A+,male,32,urban,primary education,none,teacher,other,reputation,other,> 1hour,>10 hours,yes,yes,9,13
Stu412,CS103,9.24,4.14,1.89,A-,male,22,urban,junior high,higher education,at home,other,reputation,other,30mins - 1 hour,>10 hours,no,yes,7,24
Stu413,FRN101,7.39,2.83,3.55,A,female,25,urban,secondary education,secondary education,at home,at home,other,mother,1-15 mins,5-10 hours,yes,no,3,33
Stu414,CS103,5.91,4.06,4.39,A+,female,30,rural,higher education,higher education,at home,health,home,mother,30mins - 1 hour,>10 hours,no,yes,1,18
Stu415,IT102,15.31,4.53,0.37,A+,female,19,rural,primary education,higher education,at home,at home,reputation,other,15-30 mins,2-5 hours,yes,no,10,20
Stu416,UFS101,16.15,1.65,1.97,A+,male,42,urban,primary education,secondary education,civil,health,other,mother,1-15 mins,5-10 hours,yes,no,9,25
Stu417,ACCT101,3.3,1.98,3.34,B-,female,46,rural,secondary education,primary education,teacher,civil,course,father,30mins - 1 hour,5-10 hours,yes,no,1,29
Stu418,ACCT101,15.81,3.21,2.28,A+,male,38,rural,higher education,primary education,other,health,reputation,mother,> 1hour,>10 hours,yes,yes,4,43
Stu419,ACCT101,7.69,1.19,1.13,B-,male,30,rural,secondary education,secondary education,teacher,other,reputation,mother,15-30 mins,2-5 hours,yes,yes,5,21
Stu420,UFS101,9.9,0.83,1.26,B+,female,38,urban,none,secondary education,civil,civil,other,father,30mins - 1 hour,5-10 hours,yes,no,9,11
Stu421,UFS101,16.54,4.13,1.24,A+,male,42,rural,higher education,junior high,other,at home,course,other,> 1hour,>10 hours,yes,no,1,40
Stu422,UFS101,3.19,0.65,1.07,E,male,22,rural,secondary education,primary education,health,other,other,other,> 1hour,5-10 hours,yes,yes,7,33
Stu423,ACCT101,11.97,4.51,0.25,B+,female,26,rural,junior high,junior high,at home,other,course,father,30mins - 1 hour,< 2hours,no,no,1,30
Stu424,ACCT101,10.1,3.16,0.71,B+,male,42,rural,secondary education,secondary education,at home,other,reputation,mother,> 1hour,2-5 hours,no,no,4,8
Stu425,CS103,12.24,2.49,2.44,A+,female,45,rural,secondary education,higher education,civil,civil,home,father,> 1hour,2-5 hours,yes,no,7,35
Stu426,ACCT101,17.47,4.22,0.35,A+,male,51,rural,junior high,primary education,health,teacher,other,father,30mins - 1 hour,2-5 hours,yes,yes,6,39
Stu427,FRN101,8.89,4.93,1.38,B+,male,45,rural,primary education,none,other,civil,course,mother,1-15 mins,2-5 hours,no,yes,3,17
Stu428,ACCT101,8.54,1.91,4.12,A+,male,53,rural,primary education,higher education,at home,at home,other,other,> 1hour,>10 hours,no,yes,4,22
Stu429,ENG101,3.23,2.38,1.02,E,female,30,urban,none,none,at home,teacher,home,other,15-30 mins,>10 hours,yes,no,6,27
Stu430,FRN101,11.06,4.39,1.04,A-,female,53,rural,higher education,primary education,at home,civil,home,mother,1-15 mins,>10 hours,no,no,8,46
Stu431,ENG101,6.54,1.88,4.38,A+,male,55,urban,none,primary education,civil,health,course,other,> 1hour,>10 hours,no,yes,3,52
Stu432,ENG101,6.46,2.31,0.42,C-,male,19,urban,primary education,none,civil,other,other,father,> 1hour,2-5 hours,no,no,10,54
Stu433,FRN101,3.75,2.76,0.05,F,female,42,rural,primary education,junior high,at home,at home,course,father,> 1hour,5-10 hours,no,yes,3,9
Stu434,IT102,17.37,3.97,2.61,A+,female,48,rural,primary education,secondary education,civil,at home,home,mother,15-30 mins,< 2hours,no,yes,10,20
Stu435,ACCT101,10.86,1.41,3.68,A+,female,40,urban,higher education,none,civil,at home,reputation,father,30mins - 1 hour,< 2hours,yes,yes,6,8
Stu436,CS102,0.68,3.2,3.85,C,male,50,urban,higher education,junior high,at home,other,home,mother,30mins - 1 hour,2-5 hours,yes,no,3,38
Stu437,ENG101,9.44,1.6,1.94,A-,male,38,urban,none,junior high,health,civil,reputation,father,15-30 mins,2-5 hours,yes,no,8,21
Stu438,IT102,3.21,0.78,0.49,F,male,31,rural,none,higher education,health,at home,course,other,1-15 mins,2-5 hours,no,no,5,51
Stu439,UFS101,4.43,4.8,4.63,A,female,36,rural,none,junior high,civil,civil,course,other,15-30 mins,< 2hours,no,no,3,27
Stu440,IT102,2.96,1.05,0.57,F,female,44,rural,secondary education,none,at home,health,reputation,other,15-30 mins,2-5 hours,no,no,9,19
Stu441,CS103,4.49,2.82,3.56,B+,male,31,rural,junior high,secondary education,other,civil,other,other,1-15 mins,5-10 hours,yes,yes,10,33
Stu442,FRN101,11.25,0.55,3.45,A+,male,40,urban,junior high,primary education,at home,other,home,mother,15-30 mins,5-10 hours,no,no,5,53
Stu443,FRN101,12.14,2.24,1.11,A,female,32,rural,primary education,junior high,other,health,other,father,15-30 mins,< 2hours,no,yes,9,54
Stu444,CS102,3.98,1.66,4.43,A-,female,33,urban,higher education,primary education,other,civil,reputation,father,15-30 mins,2-5 hours,no,no,8,35
Stu445,UFS101,3.26,2.19,2.62,C+,female,28,rural,secondary education,higher education,teacher,health,reputation,other,30mins - 1 hour,>10 hours,no,no,3,8
Stu446,IT102,3.65,0.55,4.96,A,female,53,urban,secondary education,primary education,civil,teacher,course,father,> 1hour,< 2hours,yes,no,10,9
Stu447,ENG101,0.72,3.63,1.55,F,male,49,urban,secondary education,junior high,teacher,at home,course,father,1-15 mins,>10 hours,yes,no,4,33
Stu448,UFS101,16.97,4.33,1.56,A+,female,51,rural,higher education,none,at home,other,course,father,1-15 mins,5-10 hours,yes,yes,6,28
Stu449,ENG101,1.18,3.92,4.6,B-,male,25,urban,higher education,secondary education,teacher,health,reputation,father,> 1hour,>10 hours,no,yes,4,42
Stu450,ACCT101,14.94,0.33,4.85,A+,female,33,urban,junior high,primary education,other,other,other,father,30mins - 1 hour,2-5 hours,no,no,1,12
Stu451,ENG101,8.6,3.28,4.33,A+,male,17,urban,higher education,none,civil,teacher,reputation,father,1-15 mins,2-5 hours,no,yes,6,25
Stu452,ACCT101,6.93,1.18,0.51,C,male,42,rural,secondary education,junior high,civil,teacher,home,mother,1-15 mins,5-10 hours,no,yes,6,41
Stu453,FRN101,12.18,2.85,0.91,A,female,17,urban,higher education,junior high,at home,teacher,reputation,father,1-15 mins,>10 hours,yes,no,6,15
Stu454,ENG101,6.55,2.17,4.94,A+,male,28,rural,secondary education,junior high,other,health,other,mother,15-30 mins,< 2hours,yes,yes,5,53
Stu455,CS103,8.1,1.02,1.15,B-,male,53,rural,junior high,higher education,health,teacher,other,father,> 1hour,< 2hours,yes,no,4,42
Stu456,UFS101,15.36,3.85,3.68,A+,female,36,rural,junior high,none,at home,civil,other,father,1-15 mins,2-5 hours,yes,no,7,35
Stu457,CS103,3.05,1.22,4.28,B+,male,48,urban,secondary education,higher education,other,at home,reputation,mother,15-30 mins,5-10 hours,no,yes,6,32
Stu458,CS103,5.18,4.76,0.77,C-,female,22,urban,primary education,primary education,other,at home,course,father,15-30 mins,>10 hours,yes,no,1,53
Stu459,ENG101,16.68,3.4,3.57,A+,male,51,rural,higher education,junior high,health,civil,course,other,15-30 mins,5-10 hours,no,yes,5,31
Stu460,ACCT101,14.87,3.78,4.68,A+,female,37,urban,junior high,secondary education,teacher,at home,other,father,> 1hour,2-5 hours,yes,yes,5,10
Stu461,FRN101,3.4,0.93,3.77,B,male,41,rural,secondary education,none,health,teacher,reputation,other,1-15 mins,< 2hours,no,no,7,35
Stu462,IT102,6.16,4.36,2.44,B,male,31,urban,higher education,junior high,teacher,other,other,mother,1-15 mins,>10 hours,no,no,9,43
Stu463,UFS101,6.02,0.81,1.99,B-,male,25,rural,higher education,secondary education,teacher,teacher,reputation,mother,30mins - 1 hour,< 2hours,no,yes,9,47
Stu464,UFS101,16.85,1.11,2.81,A+,female,40,rural,higher education,secondary education,other,at home,other,father,1-15 mins,>10 hours,yes,yes,5,32
Stu465,ACCT101,1.11,1.89,0.06,F,female,49,rural,secondary education,secondary education,other,health,home,father,> 1hour,2-5 hours,no,yes,3,12
Stu466,ACCT101,2.48,1.68,0.43,F,female,44,urban,secondary education,junior high,at home,civil,course,other,1-15 mins,2-5 hours,no,yes,8,19
Stu467,ACCT101,10.16,2.76,1.44,A-,female,45,urban,primary education,secondary education,at home,teacher,course,other,> 1hour,< 2hours,yes,yes,6,13
Stu468,ACCT101,2.14,1.66,0.54,F,female,47,rural,junior high,higher education,other,civil,course,father,1-15 mins,< 2hours,yes,no,3,44
Stu469,ENG101,13.06,1.53,1.45,A+,female,30,rural,higher education,secondary education,at home,civil,course,father,> 1hour,5-10 hours,yes,yes,1,40
Stu470,CS102,16.03,3.85,3.51,A+,male,18,urban,none,secondary education,other,teacher,other,other,15-30 mins,5-10 hours,no,no,5,20
Stu471,CS103,10.34,0.74,0.73,B+,female,54,urban,junior high,junior high,civil,at home,home,father,> 1hour,>10 hours,yes,yes,4,40
Stu472,IT102,4.4,0.02,4.18,A-,male,48,urban,primary education,secondary education,teacher,health,other,other,30mins - 1 hour,2-5 hours,yes,no,4,12
Stu473,ACCT101,9.88,2.31,0.97,B+,female,44,rural,junior high,higher education,other,health,course,mother,15-30 mins,< 2hours,yes,yes,6,53
Stu474,IT102,10.2,1.0,0.55,B,male,39,urban,none,higher education,health,health,course,other,30mins - 1 hour,2-5 hours,no,yes,8,52
Stu475,CS102,11.49,3.82,4.54,A+,female,28,rural,none,none,teacher,civil,course,father,15-30 mins,< 2hours,no,yes,6,19
Stu476,ENG101,8.76,4.05,0.35,C+,female,37,rural,primary education,higher education,civil,teacher,other,mother,> 1hour,2-5 hours,no,yes,10,39
Stu477,UFS101,12.46,1.89,1.81,A+,male,35,rural,primary education,none,at home,teacher,reputation,mother,> 1hour,>10 hours,yes,no,7,53
Stu478,ACCT101,11.78,3.08,1.92,A+,female,58,rural,primary education,higher education,other,teacher,other,father,1-15 mins,2-5 hours,no,yes,7,19
Stu479,ACCT101,9.09,0.59,1.13,B,female,29,rural,junior high,secondary education,civil,health,reputation,father,1-15 mins,2-5 hours,yes,no,10,41
Stu480,CS102,12.25,0.27,1.21,A+,female,60,urban,none,secondary education,other,health,reputation,father,1-15 mins,5-10 hours,no,yes,6,41
Stu481,CS102,11.35,0.16,1.98,A+,male,24,rural,secondary education,none,civil,civil,other,mother,30mins - 1 hour,< 2hours,yes,yes,3,22
Stu482,CS103,8.89,1.15,1.0,B,male,47,rural,secondary education,higher education,teacher,civil,course,other,1-15 mins,< 2hours,yes,no,8,14
Stu483,CS103,15.19,2.07,0.08,A+,female,29,rural,secondary education,higher education,health,civil,other,mother,> 1hour,2-5 hours,no,no,8,41
Stu484,IT102,8.89,0.37,1.82,A-,male,45,urban,none,junior high,teacher,teacher,home,mother,15-30 mins,< 2hours,yes,yes,7,45
Stu485,CS102,0.63,2.84,4.61,B-,male,45,urban,higher education,higher education,civil,other,course,father,30mins - 1 hour,>10 hours,yes,no,2,48
Stu486,FRN101,3.01,0.25,0.32,F,male,28,urban,none,primary education,teacher,health,course,father,15-30 mins,5-10 hours,no,yes,4,31
Stu487,ENG101,9.54,2.42,4.12,A+,male,24,urban,secondary education,junior high,teacher,health,home,other,30mins - 1 hour,< 2hours,yes,no,1,17
Stu488,CS103,17.14,2.3,1.53,A+,male,57,urban,none,higher education,other,other,course,other,> 1hour,2-5 hours,no,yes,2,48
Stu489,UFS101,15.61,0.92,0.93,A+,female,40,urban,none,none,health,health,course,other,1-15 mins,5-10 hours,no,yes,9,37
Stu490,ACCT101,2.17,4.36,3.74,B-,male,17,rural,primary education,higher education,at home,civil,home,other,15-30 mins,2-5 hours,yes,yes,4,10
Stu491,FRN101,9.84,1.64,4.23,A+,male,17,urban,primary education,secondary education,at home,other,course,mother,15-30 mins,5-10 hours,no,yes,10,31
Stu492,CS103,0.23,1.31,0.6,F,female,58,urban,none,primary education,civil,other,reputation,other,15-30 mins,< 2hours,yes,no,8,16
Stu493,FRN101,0.67,2.49,1.36,F,female,53,rural,secondary education,higher education,at home,health,other,other,1-15 mins,>10 hours,yes,no,6,30
Stu494,IT102,0.75,0.41,0.72,F,male,41,rural,none,secondary education,teacher,teacher,home,other,> 1hour,>10 hours,no,no,3,39
Stu495,IT102,15.57,2.58,1.45,A+,female,44,urban,junior high,junior high,health,health,reputation,mother,> 1hour,< 2hours,no,no,10,26
Stu496,FRN101,9.11,0.81,1.14,B,male,49,urban,higher education,secondary education,civil,other,home,other,30mins - 1 hour,< 2hours,no,yes,5,15
Stu497,CS103,12.91,4.64,3.7,A+,male,37,urban,primary education,secondary education,other,other,other,mother,30mins - 1 hour,2-5 hours,yes,yes,8,52
Stu498,ENG101,14.59,3.86,0.85,A+,male,19,rural,none,secondary education,civil,at home,course,mother,1-15 mins,>10 hours,no,no,7,41
Stu499,IT102,16.83,4.82,1.0,A+,female,24,urban,primary education,primary education,health,civil,reputation,other,30mins - 1 hour,< 2hours,no,no,9,32
Stu500,CS103,7.0,3.36,1.63,B-,female,49,rural,none,secondary education,other,teacher,home,other,1-15 mins,5-10 hours,no,yes,3,8
Stu501,FRN101,11.09,1.43,3.62,A+,male,55,rural,higher education,secondary education,other,civil,course,father,30mins - 1 hour,2-5 hours,yes,no,4,9
Stu502,CS103,16.65,3.4,4.82,A+,female,57,urban,secondary education,secondary education,teacher,at home,reputation,mother,1-15 mins,>10 hours,yes,no,1,32
Stu503,CS102,6.09,4.76,2.71,B+,male,48,rural,primary education,higher education,at home,health,other,other,30mins - 1 hour,2-5 hours,yes,no,5,9
Stu504,ENG101,7.26,1.71,3.74,A+,female,35,urban,higher education,primary education,health,at home,other,father,30mins - 1 hour,>10 hours,no,yes,6,35
Stu505,ENG101,10.45,3.52,3.75,A+,male,32,rural,none,secondary education,at home,health,reputation,father,1-15 mins,5-10 hours,yes,no,3,52
Stu506,ENG101,3.74,2.08,0.79,E,female,60,rural,primary education,secondary education,other,health,reputation,mother,30mins - 1 hour,2-5 hours,yes,no,4,36
Stu507,CS103,4.77,2.04,0.92,C-,male,58,urban,secondary education,none,health,teacher,home,mother,30mins - 1 hour,5-10 hours,yes,no,1,25
Stu508,UFS101,14.8,1.75,0.93,A+,female,47,rural,secondary education,junior high,civil,other,reputation,mother,15-30 mins,5-10 hours,yes,no,5,37
Stu509,IT102,16.39,4.23,0.35,A+,female,36,urban,primary education,secondary education,other,other,course,father,15-30 mins,2-5 hours,yes,yes,3,30
Stu510,UFS101,8.07,1.92,4.05,A+,male,46,urban,secondary education,none,other,other,other,mother,> 1hour,5-10 hours,yes,no,10,21
Stu511,ENG101,16.1,2.42,1.39,A+,male,50,rural,primary education,primary education,health,civil,reputation,father,30mins - 1 hour,>10 hours,no,no,3,23
Stu512,FRN101,2.57,4.92,3.48,B-,male,30,urban,higher education,primary education,civil,health,home,other,> 1hour,2-5 hours,yes,yes,10,52
Stu513,IT102,4.3,1.98,0.92,D,male,53,urban,higher education,primary education,other,at home,other,mother,> 1hour,>10 hours,yes,no,3,25
Stu514,ACCT101,7.64,0.11,4.62,A+,female,28,urban,primary education,junior high,health,other,other,father,15-30 mins,5-10 hours,yes,no,6,10
Stu515,ACCT101,16.14,0.65,2.27,A+,female,39,rural,primary education,junior high,health,health,course,mother,30mins - 1 hour,2-5 hours,yes,yes,10,29
Stu516,CS103,12.52,0.7,2.08,A+,male,29,urban,secondary education,higher education,health,teacher,reputation,other,> 1hour,2-5 hours,no,yes,5,48
Stu517,ACCT101,7.96,0.98,3.95,A+,female,30,rural,junior high,higher education,other,teacher,reputation,mother,> 1hour,< 2hours,yes,yes,6,42
Stu518,UFS101,6.69,3.31,2.19,B,female,23,rural,secondary education,primary education,civil,health,other,father,> 1hour,5-10 hours,yes,no,2,15
Stu519,CS103,13.87,2.83,4.89,A+,female,32,urban,none,primary education,at home,other,course,mother,> 1hour,5-10 hours,no,yes,8,29
Stu520,CS102,16.59,4.01,0.35,A+,male,34,rural,higher education,secondary education,other,other,course,father,15-30 mins,>10 hours,yes,no,8,33
Stu521,IT102,2.67,0.0,3.86,B-,male,55,urban,none,primary education,at home,at home,home,father,30mins - 1 hour,2-5 hours,no,no,8,26
Stu522,ACCT101,7.07,2.11,4.51,A+,female,20,rural,none,higher education,other,at home,reputation,father,15-30 mins,>10 hours,yes,no,2,40
Stu523,IT102,2.56,3.33,0.81,F,female,43,rural,junior high,higher education,civil,health,home,other,> 1hour,5-10 hours,no,no,5,41
Stu524,IT102,0.81,2.16,1.56,F,male,26,rural,higher education,junior high,health,health,reputation,mother,15-30 mins,5-10 hours,yes,no,7,11
Stu525,FRN101,0.49,1.41,1.17,F,male,58,urban,higher education,none,at home,health,home,father,30mins - 1 hour,2-5 hours,no,no,3,18
Stu526,CS102,9.89,4.88,1.85,A,female,48,urban,none,none,other,health,reputation,father,30mins - 1 hour,5-10 hours,yes,no,2,43
Stu527,CS102,14.0,0.07,4.87,A+,female,18,urban,primary education,junior high,at home,at home,home,father,> 1hour,>10 hours,no,no,2,49
Stu528,ENG101,15.36,0.14,1.63,A+,male,39,urban,junior high,higher education,at home,civil,other,father,30mins - 1 hour,2-5 hours,no,yes,5,36
Stu529,CS102,10.65,4.7,1.71,A,female,55,urban,secondary education,primary education,civil,health,home,other,1-15 mins,2-5 hours,no,no,9,23
Stu530,ENG101,6.87,3.6,4.67,A+,female,37,urban,primary education,primary education,at home,civil,reputation,father,> 1hour,5-10 hours,no,no,10,38
Stu531,IT102,17.35,0.22,2.67,A+,female,27,rural,higher education,none,health,health,home,father,15-30 mins,< 2hours,yes,yes,2,18
Stu532,FRN101,4.63,1.77,0.86,D,female,58,urban,none,none,other,civil,course,mother,1-15 mins,< 2hours,yes,yes,1,16
Stu533,ACCT101,16.77,3.9,4.27,A+,male,19,urban,higher education,higher education,teacher,civil,reputation,other,> 1hour,5-10 hours,no,no,7,22
Stu534,IT102,13.87,4.52,4.0,A+,male,27,rural,secondary education,higher education,other,civil,other,other,> 1hour,5-10 hours,no,yes,10,52
Stu535,ACCT101,15.44,3.66,3.11,A+,female,18,urban,junior high,secondary education,health,health,course,father,1-15 mins,< 2hours,no,no,6,37
Stu536,FRN101,16.48,3.5,0.34,A+,female,25,rural,junior high,higher education,health,at home,other,mother,1-15 mins,5-10 hours,yes,yes,4,35
Stu537,UFS101,3.0,2.36,4.16,B,male,45,rural,higher education,junior high,other,at home,course,father,15-30 mins,< 2hours,no,yes,7,15
Stu538,CS103,11.31,3.35,1.51,A,female,20,urban,none,higher education,other,teacher,reputation,father,30mins - 1 hour,< 2hours,no,no,9,8
Stu539,UFS101,5.63,2.55,3.5,A-,male,40,rural,secondary education,none,other,teacher,other,other,1-15 mins,< 2hours,no,no,9,38
Stu540,ACCT101,0.05,1.68,3.34,C-,male,31,rural,higher education,primary education,other,health,course,other,> 1hour,2-5 hours,yes,yes,10,27
Stu541,IT102,16.1,1.32,1.23,A+,female,27,rural,none,junior high,health,other,reputation,mother,1-15 mins,>10 hours,yes,yes,7,50
Stu542,CS102,3.46,0.67,4.31,B+,female,24,urban,junior high,junior high,at home,teacher,course,father,15-30 mins,5-10 hours,no,no,7,42
Stu543,IT102,10.73,1.47,2.89,A+,female,36,urban,primary education,primary education,health,at home,other,father,30mins - 1 hour,5-10 hours,yes,no,4,49
Stu544,IT102,13.87,3.28,4.3,A+,male,46,urban,primary education,junior high,teacher,health,reputation,other,30mins - 1 hour,< 2hours,yes,yes,10,45
Stu545,FRN101,15.53,0.67,1.92,A+,female,20,urban,secondary education,primary education,at home,health,reputation,father,> 1hour,5-10 hours,no,yes,10,34
Stu546,IT102,6.86,2.66,2.42,B+,female,38,rural,junior high,secondary education,civil,health,home,mother,15-30 mins,5-10 hours,yes,yes,10,27
Stu547,IT102,1.45,4.15,2.3,D,female,32,rural,higher education,junior high,other,other,course,other,> 1hour,>10 hours,yes,yes,8,24
Stu548,UFS101,0.37,2.17,2.17,E,male,52,rural,secondary education,junior high,at home,at home,reputation,other,1-15 mins,< 2hours,yes,yes,1,54
Stu549,CS102,1.63,0.19,1.78,E,male,44,urban,junior high,higher education,civil,teacher,course,other,1-15 mins,>10 hours,yes,yes,4,54
Stu550,ENG101,2.33,3.31,3.82,B-,male,40,urban,higher education,none,health,teacher,course,father,1-15 mins,< 2hours,no,yes,7,18
Stu551,IT102,4.08,4.85,2.17,C,female,27,rural,primary education,junior high,health,other,reputation,father,1-15 mins,2-5 hours,no,yes,4,54
Stu552,CS103,14.3,3.23,3.64,A+,female,46,rural,higher education,primary education,other,civil,home,mother,15-30 mins,5-10 hours,no,yes,4,42
Stu553,CS102,6.8,0.4,1.66,B-,female,46,rural,higher education,none,civil,other,reputation,mother,15-30 mins,< 2hours,no,yes,1,38
Stu554,ENG101,2.93,3.95,3.64,B-,male,37,urban,junior high,higher education,health,teacher,course,father,15-30 mins,5-10 hours,no,yes,8,32
Stu555,ACCT101,14.08,1.97,1.78,A+,female,58,rural,none,higher education,at home,other,reputation,other,1-15 mins,>10 hours,yes,yes,3,12
Stu556,CS103,15.13,0.77,1.82,A+,female,18,rural,secondary education,higher education,teacher,teacher,reputation,other,> 1hour,< 2hours,yes,no,1,35
Stu557,ENG101,11.47,3.0,3.06,A+,female,28,rural,higher education,primary education,civil,other,reputation,father,30mins - 1 hour,< 2hours,no,yes,6,53
Stu558,UFS101,12.09,4.15,1.36,A+,male,34,rural,secondary education,secondary education,other,at home,course,mother,> 1hour,5-10 hours,no,yes,1,24
Stu559,FRN101,8.22,1.74,2.37,A-,female,38,rural,junior high,secondary education,health,other,other,mother,1-15 mins,2-5 hours,yes,yes,8,19
Stu560,ENG101,0.21,0.52,3.76,C,female,43,urban,higher education,junior high,teacher,at home,home,mother,30mins - 1 hour,>10 hours,yes,no,2,24
Stu561,ENG101,11.73,1.82,2.71,A+,female,27,urban,none,higher education,health,other,course,other,15-30 mins,>10 hours,no,yes,1,18
Stu562,FRN101,16.36,1.53,1.72,A+,female,34,rural,junior high,secondary education,other,other,reputation,father,1-15 mins,5-10 hours,no,no,9,11
Stu563,CS102,16.68,0.81,3.29,A+,female,28,urban,primary education,secondary education,at home,at home,reputation,father,1-15 mins,< 2hours,no,yes,9,29
Stu564,ACCT101,14.08,3.77,2.73,A+,male,22,urban,secondary education,junior high,other,health,reputation,father,> 1hour,>10 hours,no,yes,9,12
Stu565,IT102,15.06,2.56,0.6,A+,male,59,urban,secondary education,secondary education,at home,teacher,home,father,1-15 mins,5-10 hours,no,yes,4,16
Stu566,ENG101,10.65,1.47,4.49,A+,female,27,rural,higher education,secondary education,health,civil,other,other,> 1hour,< 2hours,yes,no,9,25
Stu567,ENG101,15.01,1.01,0.97,A+,male,22,rural,higher education,none,other,other,other,other,15-30 mins,2-5 hours,yes,no,7,50
Stu568,IT102,11.21,0.2,4.25,A+,male,39,rural,none,none,other,teacher,other,other,30mins - 1 hour,5-10 hours,yes,yes,9,31
Stu569,ACCT101,4.56,1.72,2.23,C+,female,53,urban,primary education,junior high,other,civil,reputation,other,30mins - 1 hour,< 2hours,no,no,5,22
Stu570,ACCT101,12.48,2.92,4.8,A+,male,34,rural,none,higher education,teacher,civil,home,other,15-30 mins,>10 hours,no,yes,1,28
Stu571,FRN101,2.75,2.65,1.99,C-,male,29,rural,none,junior high,health,health,home,mother,1-15 mins,< 2hours,no,no,10,16
Stu572,CS102,3.51,1.02,0.09,F,male,52,urban,none,none,health,at home,other,mother,15-30 mins,2-5 hours,yes,no,7,18
Stu573,CS103,5.41,1.91,2.46,B-,female,49,rural,junior high,secondary education,teacher,at home,course,father,30mins - 1 hour,5-10 hours,no,no,6,48
